Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
Pajhwok Afghan News,,,None,"... Ghazanfar, head of the Ghazanfar Group, said they would sell 5,000 tonnes of gas in the capital. The main cause behind the price hike was ...

muzhary.rahman - 2011-11-21 - 0 comments","['hike', 'pajhwok', 'tonnes', 'afghan', 'price', 'head', 'main', 'ghazanfar', 'muzharyrahman', 'gas', 'sell', 'group']","... Ghazanfar, head of the Ghazanfar Group, said they would sell 5,000 tonnes of gas in the capital.
The main cause behind the price hike was ...muzhary.rahman - 2011-11-21 - 0 comments"
Pajhwok Afghan News,,Mohammad Haroon,None,"KHOST CITY (Pajhwok): A research team from Kabul has found flu virus in crow carcasses found in southeastern Khost province, officials said on Sunday. For the past few weeks, crows were found dead in different parts of Khost, raising concerns about...","['raids', 'pajhwok', 'mosakhel', 'afghan', 'statement', 'ministry', 'southeastern', 'mod', 'province', 'nearly', 'khost']","KHOST CITY (Pajhwok): Nearly 50 insurgents have been killed during air raids in southeastern Khost province, said the Ministry of Defence (MoD) on Saturday.
A statement from the MoD said the airstrikes were carried out in Mosakhel district of the..."
Photo: KABUL Apr 21 2009,,Nilab Habibi,None,KABUL Apr 21 2009: Public Health Minister Dr. Muhammad Amen Fatimi hugs an HIV/AIDS patient during an inaugural ceremony of the first-ever HIV/AIDS hospital here in Kabul on Tuesday. PAJHWOK/Nilab Habibi,"['2009', 'kabul', 'apr', 'pajhwok', 'clicking', 'suggestions', 'interested', 'thoughts', '21', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
Pajhwok Afghan News,,"FEROZKOH (Pajhwok): A number residents of western Ghor province are concerned about the spread of diarrhea, complaining lack of inadequate health services at the civil hospital. The concern comes as dozens of children infected with diarrhea are...",None,"FEROZKOH (Pajhwok): A number residents of western Ghor province are concerned about the spread of diarrhea, complaining lack of inadequate health services at the civil hospital. The concern comes as dozens of children infected with diarrhea are...","['representatives', 'pajhwok', 'maintain', 'afghan', 'kabul', 'relatives', 'prison', 'international', 'visited', 'organisation', 'red']","KABUL (Pajhwok): The International Committee of the Red Cross (ICRC) says it has helped over 6,600 Afghan families maintain contact with their relatives in prison this year.
Representatives of the humanitarian organisation also visited more than 27,..."
Pajhwok Afghan News,,,None,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
,,,,,,
US concerned at widespread torture of Afghan detainees,WASHINGTON (Pajhwok): The United States has identified widespread torture and abuse of detainees by government forces as ‘most significant’ human rights problems in Afghanistan,Lalit K Jha,2017-03-05 00:00:00,"WASHINGTON (Pajhwok): The United States has identified widespread torture and abuse of detainees by government forces as ‘most significant’ human rights problems in Afghanistan. The State Department in its annual human rights report said  the most significant human rights problems in Afghanistan included torture and abuse of detainees by government forces.Other volitions included widespread disregard for the rule of law and little accountability for those who committed human rights abuses, and targeted violence and endemic societal discrimination against women and girls.The report also covered violence, including indiscriminate attacks on civilians by armed insurgent groups, armed insurgent groups’ killings of persons affiliated with the government;The State Department said widespread disregard for the rule of law and official impunity for those who committed human rights abuses were serious problems.The government did not consistently or effectively prosecute abuses by officials, including security forces, it said.The Taliban and other insurgents continued to kill security force personnel and civilians, including journalists, using indiscriminate tactics such as improvised explosive devices (IEDs), car bombs, suicide attacks, rocket attacks, and armed attacks.The UN Assistance Mission in Afghanistan (UNAMA) attributed 61 percent of civilian casualties (1,569 deaths and 3,574 injured) to non-state actors. “The Taliban used children as suicide bombers, soldiers, and weapons carriers. Other antigovernment elements threatened, robbed, kidnapped, and attacked villagers, foreigners, civil servants, and medical and nongovernmental organization (NGO) workers. Authorities did not effectively investigate or prosecute most of these abuses,” it said.Other human rights problems included extrajudicial killings by security forces; ineffective government investigations of abuse and torture by local security forces; poor prison conditions; arbitrary arrest and detention, including of women accused of so-called moral crimes; and prolonged pretrial detentions; the State Department said.Judicial corruption and ineffectiveness; violations of privacy rights; restrictions on freedom of speech, press, religion, and movement; pervasive governmental corruption; underage and forced marriages; abuse of children, including sexual abuse; were other major human rights problems in the country, it said.Trafficking in persons, including forced labor; discrimination against persons with disabilities; discrimination and abuses against ethnic minorities; societal discrimination based on race, religion, gender, sexual orientation, and HIV/AIDS status; and abuse of workers’ rights, including child labor, were some other human rights issues in Afghanistan, the State Department said.lkj/ma","['abuses', 'problems', 'afghan', 'human', 'state', 'torture', 'rights', 'including', 'widespread', 'security', 'concerned', 'abuse', 'discrimination', 'forces', 'detainees']","WASHINGTON (Pajhwok): The United States has identified widespread torture and abuse of detainees by government forces as ‘most significant’ human rights problems in Afghanistan .
The State Department in its annual human rights report said the most significant human rights problems in Afghanistan included torture and abuse of detainees by government forces.
Other volitions included widespread disregard for the rule of law and little accountability for those who committed human rights abuses, and targeted violence and endemic societal discrimination against women and girls.
The government did not consistently or effectively prosecute abuses by officials, including security forces, it said.
Other antigovernment elements threatened, robbed, kidnapped, and attacked villagers, foreigners, civil servants, and medical and nongovernmental organization (NGO) workers."
Pajhwok Afghan News,,,None,"... that the price of 560 kilograms of peeled oak increased from 6,900 afghanis to 7,000 afghanis and the price of the same quantity of cedar ...

Ali - 2016-12-10 - 0 comments","['pajhwok', 'kilograms', 'afghan', 'price', 'increased', 'quantity', 'oak', 'cedar', 'ali', 'afghanis', 'comments', 'peeled']","... that the price of 560 kilograms of peeled oak increased from 6,900 afghanis to 7,000 afghanis and the price of the same quantity of cedar ...Ali - 2016-12-10 - 0 comments"
Pajhwok Afghan News,,Khan Wali Salarzai,None,"ASADABAD (Pajhwok): A doctor engaged in an anti-polio campaign has been killed by militants in eastern Kunar province, an official said on Tuesday.","['kabul', 'pajhwok', 'afghan', 'public', 'vaccination', 'round', 'million', 'health', 'fall', 'polio', 'ministry']","KABUL (Pajhwok): About 8.9 million children below five years of age would be administered polio drops during the first round of the fall polio vaccination campaign, the Ministry of Public Health said on Sunday."
,,,,,,
,,,,,,
Pajhwok Afghan News,,,None,"... took place in the afternoon behind the Khwaja Abdullah Ansari shrine. He said police had cordoned off the area and the attacker ...

Ali - 2017-02-24 - 0 comments","['pajhwok', 'took', 'afghan', 'khwaja', 'area', 'place', 'attacker', 'ansari', 'cordoned', 'comments', 'shrine', 'ali']","... took place in the afternoon behind the Khwaja Abdullah Ansari shrine.
He said police had cordoned off the area and the attacker ...Ali - 2017-02-24 - 0 comments"
Pajhwok Afghan News,,Pajhwok  Report,None,JALALABAD (Pajhwok): Public health officials on Wednesday said construction work on a Pakistan -funded kidney hospital in eastern Nangarhar province has been completed and urged Islamabad to deliver the required equipment as soon as possible.,"['kabul', 'pajhwok', 'wazir', 'afghan', 'individuals', 'observed', 'strike', 'lodge', 'protest', 'hospital', 'official']","KABUL (Pajhwok): Doctors of Indira Gandhi Children’s Hospital (IGCH) in the capital Kabul observed brief strike to lodge their protest over the beating of a colleague by some individuals, an official said on Sunday.
A doctor at the hospital in Wazir..."
Pajhwok Afghan News,,,None,"... 24 hours. The commission had then said that there were 23,000 ballot boxes and it would take three to four weeks to audit them all. ...

MohammadDawood - 2015-03-10 - 0 comments","['pajhwok', 'afghan', 'comments', '23000', 'boxes', '24', 'hours', 'ballot', 'audit', 'mohammaddawood', 'weeks', 'commission']","... 24 hours.
The commission had then said that there were 23,000 ballot boxes and it would take three to four weeks to audit them all.
...MohammadDawood - 2015-03-10 - 0 comments"
Pajhwok Afghan News,,,None,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
,,,,,,
Pajhwok Afghan News,,,None,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
Pajhwok Afghan News,,,None,"Health Organization (WHO) in the province was more than what they had registered. “We have about 84 ... spread, more people would catch the chronic disease. “People think HIV only spreads through sexual ...

Ali - 2017-12-03","['registered', 'pajhwok', 'afghan', 'organization', 'think', 'spread', 'spreads', 'disease', 'health', 'province', 'sexual', 'hiv']","Health Organization (WHO) in the province was more than what they had registered.
“We have about 84 ... spread, more people would catch the chronic disease.
“People think HIV only spreads through sexual ...Ali - 2017-12-03"
Pajhwok Afghan News,,,None,"forces’ presence in Afghanistan and their cooperation during his visit to Washington next month. During ... ongoing situation in Afghanistan and share them with the US President Barak Obama. He reiterated US ... troops in Afghanistan ended at the end of 2014 and currently only 9,800 American soldiers remained in the ...

nuddin - 2015-03-10","['pajhwok', 'visit', 'afghan', 'washington', 'reiterated', 'afghanistan', 'president', 'share', 'troops', 'soldiers', 'remained', 'situation']","forces’ presence in Afghanistan and their cooperation during his visit to Washington next month.
During ... ongoing situation in Afghanistan and share them with the US President Barak Obama.
He reiterated US ... troops in Afghanistan ended at the end of 2014 and currently only 9,800 American soldiers remained in the ...nuddin - 2015-03-10"
Add new comment,,PAJHWOK Photo,None,"HERAT CITY, Aug 24, 2016: Since the inception of HIV control programm in 2003, as many as 210 positive cases of HIV Aids has been registered in Herat.PAJHWOK/Storai Karimi","['add', 'comment']",
Pajhwok Afghan News,,Palwasha Omari,None,"KABUL (Pajhwok): Public Health Minister Ferozuddin Ferozon Saturday said the international community has announced $600 million in assistance for next year to improve health services in Afghanistan . Dr. Feroz, who received the Best Minister Award...","['pajhwok', 'afghan', 'resources', 'public', 'limited', 'rehabilitated', 'rising', 'moph', 'saying', 'number', 'ministry']","KABUL (Pajhwok): The Ministry of Public Health (MoPH) on Tuesday expressed grave concern at the rising number of drug addicts in the country, saying only one of 10 junkies could be rehabilitated due to limited resources."
,,,,,,
Pajhwok Afghan News,,PAJHWOK Photo,None,"JALALABAD,Nov,30, 2016:Left to right Dr. Mohammad Liaqat Adil, trades union leader addresses “Lets save our workforce from HIV/AIDS” conference in Jalalabad city Nangarhar.  PAJHWOK/Yousaf Zarifi","['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
Farhad Darya as the Good Will Ambassador against HIV Aids,,Zainullah mahbobi,None,"KABUL, Mar 28, 2018: Right to left, Ferozuddin Feroz, minister of public health alongside Farhad Darya, one of the most famous singers of the country signing the contract on which Farhad Darya has been selected as the Good Will ambassador against HIV aids.PAJHWOK/Zainullah Mahbobi","['ambassador', 'signing', 'public', 'singers', 'selected', 'mahbobi', 'aids', 'minister', 'mar', 'right', 'hiv', 'good', 'farhad', 'darya']","KABUL , Mar 28, 2018: Right to left, Ferozuddin Feroz, minister of public health alongside Farhad Darya, one of the most famous singers of the country signing the contract on which Farhad Darya has been selected as the Good Will ambassador against HIV aids.
PAJHWOK/Zainullah Mahbobi"
Pajhwok Afghan News,,,None,"... in Kabul on Tuesday. The goods will be distributed to 40,000 families and process will last one and a half month, officials say. ...

editor - 2010-06-26","['process', 'kabul', 'pajhwok', 'afghan', 'say', 'month', 'families', 'editor', 'goods', 'distributed', 'half', 'officials']","... in Kabul on Tuesday.
The goods will be distributed to 40,000 families and process will last one and a half month, officials say.
...editor - 2010-06-26"
Pajhwok Afghan News,,,None,"way, we're going to make sure you have what you need to succeed in your missions."" Immediate ...

fridayeditor1 - 2015-09-03","['immediate', 'pajhwok', 'afghan', 'need', 'fridayeditor1', 'succeed', 'sure', 'way', 'missions', 'going', '20150903']","way, we're going to make sure you have what you need to succeed in your missions.""
Immediate ...fridayeditor1 - 2015-09-03"
,,,,,,
Pajhwok Afghan News,,,None,"... Thursday said most of their people could not vote in the Oct 20-21 Wolesi Jirga elections and that the ballot was missive rigged in ...

Ali - 2018-11-08 - 0 comments","['elections', 'oct', 'pajhwok', 'afghan', 'comments', 'wolesi', 'jirga', 'vote', 'missive', 'ballot', 'rigged', 'ali']",... Thursday said most of their people could not vote in the Oct 20-21 Wolesi Jirga elections and that the ballot was missive rigged in ...Ali - 2018-11-08 - 0 comments
Pajhwok Afghan News,,,None,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
Pajhwok Afghan News,,,None,"Containing any of the words

Containing the phrase","['pajhwok', 'afghan', 'containing', 'wordscontaining', 'phrase']",Containing any of the wordsContaining the phrase
Pajhwok Afghan News,,Ajmal Wesal,None,"TIRINKOT (Pajhwok): The mother and child mortality rate has risen in central Uruzgan province due to growing insecurity and the absence of healthcare professional, says the Public Health Department.","['kabul', 'pajhwok', 'afghan', 'statement', 'provinces', 'public', 'million', 'moph', 'campaign', 'vulnerable', 'ministry']","KABUL (Pajhwok): The Ministry of Public Health said on Saturday more than six million children would be covered by an anti-polio campaign in 21 provinces of the country.
A statement from MoPH said the campaign would cover areas vulnerable to the..."
MoU on treatment of HIV/AIDS positive inmates signed,KABUL (Pajhwok): The Ministry of Public Health (MoPH) and the Ministry of Interior (MoI) on Monday signed a cooperative memorandum of understanding (MoU) on treatment of prisoners suffering from HIV/AIDS.,Pajhwok,None,"KABUL (Pajhwok): The Ministry of Public Health (MoPH) and the Ministry of Interior (MoI) on Monday signed a cooperative memorandum of understanding (MoU) on treatment of prisoners suffering from HIV/AIDS.A MoPH statement said deputy public health minister Dr. Ahmad Jan Naim signed the MoU with the MoI on Monday.It quoted Naim as saying the aim of the MoU was to reduce HIV/AIDS disease in prisoners and prevent the virus spreading to healthy inmates in jails.The agreement includes treatment of HIV/AIDS positive prisoners, free of cost tests for diagnosing HIV virus, counseling, implementation of needed vaccinations and treatment of prisoners affected by TB and Hepatitis B, he said.Naim said implementation of the agreement was important for reducing and diagnosing of HIA among inmates.Policy and strategy assistant at MoI, Maj. Gen. Massoud Aziz, welcomed the agreement and said: “Addressing health related problems of prisoners is one of the government’s main jobs, the ministry supports this good action and will take serious steps for its implementation.”According to the MoPH statement, a total of 2,326 people are infected with HIV/AIDS virus across the country.mds/ma","['treatment', 'mou', 'agreement', 'hivaids', 'prisoners', 'virus', 'moph', 'inmates', 'positive', 'health', 'moi', 'signed', 'ministry']","KABUL (Pajhwok): The Ministry of Public Health (MoPH) and the Ministry of Interior (MoI) on Monday signed a cooperative memorandum of understanding (MoU) on treatment of prisoners suffering from HIV/AIDS.
A MoPH statement said deputy public health minister Dr. Ahmad Jan Naim signed the MoU with the MoI on Monday.
It quoted Naim as saying the aim of the MoU was to reduce HIV/AIDS disease in prisoners and prevent the virus spreading to healthy inmates in jails.
The agreement includes treatment of HIV/AIDS positive prisoners, free of cost tests for diagnosing HIV virus, counseling, implementation of needed vaccinations and treatment of prisoners affected by TB and Hepatitis B, he said.
Naim said implementation of the agreement was important for reducing and diagnosing of HIA among inmates."
AIDS patients have doubled in Kandahar: Official,"KANDAHAR CITY (PAN): The number of AIDS patients has doubled in southern Kandahar province, an official said on Sunday.",Bashir Ahmed Naadem,None,"KANDAHAR CITY (PAN): The number of AIDS patients has doubled in southern Kandahar province, an official said on Sunday.Kandahar Public Health director Dr Abdul Qayum Pakhla said AIDS cases were on the rise in Kandahar --- cases has doubled from 11 in 2011 to 22 this year.Doctors, tribal elders and the public participated in an awareness campaign organised by the Kandahar Public Health Department on Sunday.Pakhla also mentioned that three decades of war, financial problems and drug usage were the major reasons for the rise in AIDS. He said to prevent the disease people should examine their blood to detect HIV.Kandahar AIDS Prevention department head Dr Hamayoun Rehman said 1,320 blood samples were examined and 21 were positive. Among the 21 patients, 18 were males and three were females who contracted the deadly virus from their husbands.He said four people had reached a critical stage while three had died. The main source of the disease was the use of syringes used by drug addicts.AIDS awareness centres had been established in Kandahar but due to traditional beliefs and social stigma people are shying away from seeking treatment. The first AIDS patient in Afghanistan was detected in Kunduz in 2005.According to the United Nations, 34 million people are suffering from HIV worldwide and half were women.nz/vp","['patients', 'rise', 'dr', 'public', 'kandahar', 'drug', 'health', 'disease', 'aids', 'official', 'doubled']","KANDAHAR CITY (PAN ): The number of AIDS patients has doubled in southern Kandahar province, an official said on Sunday.
Kandahar Public Health director Dr Abdul Qayum Pakhla said AIDS cases were on the rise in Kandahar --- cases has doubled from 11 in 2011 to 22 this year.
Doctors, tribal elders and the public participated in an awareness campaign organised by the Kandahar Public Health Department on Sunday.
Kandahar AIDS Prevention department head Dr Hamayoun Rehman said 1,320 blood samples were examined and 21 were positive.
AIDS awareness centres had been established in Kandahar but due to traditional beliefs and social stigma people are shying away from seeking treatment."
,,,,,,
Pajhwok Afghan News,,,None,"JALALABAD (Pajhwok): Seven people have been killed and injured in a blast near voter registration center in Jalalabad, the capital of eastern Nangarhar province, on Sunday, an official said. The incident happened at around 9:00am in Shanzda... read more","['seven', 'pajhwok', 'afghan', 'shanzda', 'registration', 'province', 'voter', 'official', 'read', 'jalalabad', 'near']","JALALABAD (Pajhwok): Seven people have been killed and injured in a blast near voter registration center in Jalalabad, the capital of eastern Nangarhar province, on Sunday, an official said.
The incident happened at around 9:00am in Shanzda... read more"
Pajhwok Afghan News,,Abdul Maqsud Azizi,None,"PUL-I-ALAM (Pajhwok): The foundation stone of a drinking water supply project worth 65 million afghanis has been laid in Pul-i-Alam, the capital of central Logar province. The project will be completed in one year with funds from the Ministry of...","['worth', 'pajhwok', 'stone', 'afghan', 'pulialam', 'water', 'project', 'supply', 'million', 'province', 'ministry']","PUL-I-ALAM (Pajhwok): The foundation stone of a drinking water supply project worth 65 million afghanis has been laid in Pul-i-Alam, the capital of central Logar province.
The project will be completed in one year with funds from the Ministry of..."
Pajhwok Afghan News,,,None,"... a car, she her husband Khalid, who added they had no enmity with anyone. The reason might be that his wife who was a civil society ...

nuddin - 2016-01-07","['pajhwok', 'added', 'afghan', 'nuddin', 'enmity', 'reason', 'car', 'society', 'khalid', 'husband', 'wife', 'civil']","... a car, she her husband Khalid, who added they had no enmity with anyone.
The reason might be that his wife who was a civil society ...nuddin - 2016-01-07"
Pajhwok Afghan News,,Parwez Karokhil,None,"BEIJING, China (Pajhwok): Doctors in northwestern China have performed lifesaving surgeries on 17 Afghan children with congenital heart disease, the first of many expected to receive help through an ongoing Red Cross program. A child with congenital...","['quarantine', 'pajhwok', 'afghan', 'statement', 'saudi', 'pilgrims', 'today', 'reported', 'status', 'health', 'safe']","Mina, Saudi Arabia (Pajhwok): Ministry of Health announced today that the health status of pilgrims is safe and that neither epidemic nor quarantine diseases have been reported among them to date.
In a statement, it said that it is focusing on the..."
Pajhwok Afghan News,,,None,"In a statement, Ashfordsaid: ""We are also getting kits to modify the existing 13 to be able to ... support guns and rockets, but these five will be the first with both capabilities in service here."" ... MD-530 when it first started operating, however, it has proven itself in combat,” said Ashford. “Now ...

MohammadDawood - 2016-06-19","['service', 'pajhwok', 'modify', 'afghan', 'started', 'statement', 'rockets', 'proven', 'operating', 'support', 'mohammaddawood', 'md530']","In a statement, Ashfordsaid: ""We are also getting kits to modify the existing 13 to be able to ... support guns and rockets, but these five will be the first with both capabilities in service here.""
... MD-530 when it first started operating, however, it has proven itself in combat,” said Ashford.
“Now ...MohammadDawood - 2016-06-19"
,,,,,,
Pajhwok Afghan News,,Khwaja Basir Ahmad Fitri,None,"KABUL (Pajhwok): Citing acute shortages of medicines, most government hospitals in capital Kabul refused to give medicines to patients, a doctor said on Wednesday.","['rise', 'pajhwok', 'registered', 'afghan', 'kabul', 'public', 'hivaids', 'moph', 'positive', 'infected', 'ministry']","KABUL (Pajhwok): Around 1,694 HIV/AIDS positive cases have been registered in the country as of yet but discrimination against those infected causes a rise in the epidemic, the Ministry of Public Health (MoPH) said on Saturday."
Pajhwok Afghan News,,,None,"implemented 1,200 projects in Afghanistan since 2003 at a total cost of $10 billion. Col. Jon Chytka, US Army ... projects were carried out by Afghan companies. He said since 2003, about $10 billion had been spent by the ...

Ali - 2017-06-20","['2003', 'pajhwok', 'col', 'afghan', 'total', 'spent', 'projects', 'companies', 'cost', 'implemented', 'jon', 'billion']","implemented 1,200 projects in Afghanistan since 2003 at a total cost of $10 billion.
Col. Jon Chytka, US Army ... projects were carried out by Afghan companies.
He said since 2003, about $10 billion had been spent by the ...Ali - 2017-06-20"
Pajhwok Afghan News,,,None,"... side is due to play in Asian Games in China on November 24 and the final of Intercontinental cricket cup in Dubai, UAE, on December 2. ...

editor - 2011-02-18","['pajhwok', 'play', 'afghan', 'intercontinental', 'cup', 'china', 'uae', 'games', 'final', 'dubai', 'editor', 'cricket']","... side is due to play in Asian Games in China on November 24 and the final of Intercontinental cricket cup in Dubai, UAE, on December 2.
...editor - 2011-02-18"
Pajhwok Afghan News,,"KABUL (Pajhwok): The Ministry of Public Health (MoPH) on Tuesday supported calls for a thorough and impartial investigation by an independent team into the airstrike on the MSF hospital in Kunduz province. The raid, which killed and injured a number...",None,"KABUL (Pajhwok): The Ministry of Public Health (MoPH) on Tuesday supported calls for a thorough and impartial investigation by an independent team into the airstrike on the MSF hospital in Kunduz province. The raid, which killed and injured a number...","['pajhwok', 'afghan', 'southeastern', 'union', 'strike', 'doctors', 'threatened', 'salaries', 'protest', 'province', 'staff', 'khost']","KHOST CITY (Pajhwok): Doctors and other staff at government-run hospitals in southeastern Khost province on Friday threatened to go on strike in protest against non-payment of salaries over the past six months.
The Union of Doctors in Khost said no..."
Pajhwok Afghan News,,,None,"Containing any of the words

Containing the phrase","['pajhwok', 'afghan', 'containing', 'wordscontaining', 'phrase']",Containing any of the wordsContaining the phrase
Pajhwok Afghan News,,,None,"... World Health Organisation (WHO) until 2015 estimated 6,700 people were infected with HIV in the country while in 2013 the figures ... relatively low number of HIV infected that numbered around 6,700 people. He voiced concerns that infectious diseases like Hepatitis B ...

nuddin - 2015-08-08","['6700', 'relatively', 'pajhwok', 'afghan', 'nuddin', 'numbered', 'voiced', 'organisation', 'world', 'infected', 'number', 'hiv']","... World Health Organisation (WHO) until 2015 estimated 6,700 people were infected with HIV in the country while in 2013 the figures ... relatively low number of HIV infected that numbered around 6,700 people.
He voiced concerns that infectious diseases like Hepatitis B ...nuddin - 2015-08-08"
Pajhwok Afghan News,,,None,"... 24 hours. The commission had then said that there were 23,000 ballot boxes and it would take three to four weeks to audit them all. ...

MohammadDawood - 2015-03-10 - 0 comments","['pajhwok', 'afghan', 'comments', '23000', 'boxes', '24', 'hours', 'ballot', 'audit', 'mohammaddawood', 'weeks', 'commission']","... 24 hours.
The commission had then said that there were 23,000 ballot boxes and it would take three to four weeks to audit them all.
...MohammadDawood - 2015-03-10 - 0 comments"
Pajhwok Afghan News,,,None,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
Pajhwok Afghan News,,,None,Pajhwok is interested in your story suggestions. Please tell us your thoughts by clicking here.,"['pajhwok', 'afghan', 'clicking', 'suggestions', 'interested', 'thoughts', 'tell']","Pajhwok is interested in your story suggestions.
Please tell us your thoughts by clicking here."
Bashir Ahmed Naadem,,,None,KANDAHAR CITY (Pajhwok): The governor said on Tuesday millions of afghanis were drawn for the development of various districts under the National Solidarity Programme (NSP) but the money was not spent properly. Dr. Toryalai Weesa made the... read more,"['pajhwok', 'programme', 'toryalai', 'spent', 'weesa', 'nsp', 'properly', 'ahmed', 'naadem', 'bashir', 'read', 'solidarity', 'various']","KANDAHAR CITY (Pajhwok): The governor said on Tuesday millions of afghanis were drawn for the development of various districts under the National Solidarity Programme (NSP) but the money was not spent properly.
Dr. Toryalai Weesa made the... read more"
Pajhwok Afghan News,,,None,"of my friend and created a fake account in her name. He pictures have been uploaded her on Facebook,” ... Facebook all the time, even when I’m in bed.” He knows it is having a negative effect on his life, but it ... was a good source for access to specific information and played a key role in raising public awareness ...

nuddin - 2015-03-10","['pajhwok', 'afghan', 'source', 'raising', 'public', 'specific', 'played', 'nuddin', 'pictures', 'facebook', 'role', 'uploaded']","of my friend and created a fake account in her name.
He pictures have been uploaded her on Facebook,” ... Facebook all the time, even when I’m in bed.” He knows it is having a negative effect on his life, but it ... was a good source for access to specific information and played a key role in raising public awareness ...nuddin - 2015-03-10"
,,,,,,
Pajhwok Afghan News,,Yousuf Zarifi,None,JALALABAD (Pajhwok): Thousands of people on Sunday staged a protest rally in eastern Nangarhar province against recent rocket shelling from across the border in Pakistan .,"['wounded', 'pajhwok', 'afghan', 'killed', 'militants', 'taliban', 'nangarhar', 'daesh', 'province', 'official', 'strikes']","JALALABAD (Pajhwok): At least 13 militants, including Daesh and Taliban , have been killed and two others wounded in US drone strikes and clash in different districts of eastern Nangarhar province, and official said on Thursday.
Nine Daesh militants..."
Pajhwok Afghan News,,,None,"Health (MoPH) said on Saturday. The MoPH and World Health Organisation (WHO) until 2015 estimated 6,700 ... 6,700 people. He voiced concerns that infectious diseases like Hepatitis B and C and HIV virus were on ...

nuddin - 2015-08-08","['6700', 'pajhwok', 'afghan', 'nuddin', 'voiced', 'virus', 'moph', 'health', 'world', 'organisation', 'infectious', 'hiv']","Health (MoPH) said on Saturday.
The MoPH and World Health Organisation (WHO) until 2015 estimated 6,700 ... 6,700 people.
He voiced concerns that infectious diseases like Hepatitis B and C and HIV virus were on ...nuddin - 2015-08-08"
,,,,,,
,,,,,,
Pajhwok Afghan News,,Fazlur Rehman Zarghooni,None,"کKABUL (Pajhwok): Three Afghan patients with Crimean-Congo haemorrhagic fever (CCHF) have been transferred to Hayat Medical Complex (HMC) in Peshawar, provincial capital of Khyber Pakhtunkhwa, for treatment but Afghanistan ’s Ministry of Health rejected presence of the viral disease in the country.","['totaling', 'pajhwok', 'rates', 'afghan', 'public', 'reduce', 'qalat', 'southern', 'health', 'province', 'zabul']","QALAT (Pajhwok): One average, at least one child and one mother daily die in southern Zabul province despite efforts to reduce the mortality rates, with the deaths totaling 60 per month, public health officials said on Wednesday.
The health..."
Pajhwok Afghan News,,,None,"... on Sunday morning en-route from Addis Ababa to Nairobi with 149 passengers and eight crew believed to be on board, Ethiopian Airlines said. ... said in a statement. “It is believed that there were 149 passengers and eight crew on board the flight but we are currently ...

nuddin - 2019-03-10 - 0 comments","['149', 'pajhwok', 'morning', 'afghan', 'statement', 'nuddin', 'nairobi', 'flight', 'passengers', 'board', 'believed', 'crew']","... on Sunday morning en-route from Addis Ababa to Nairobi with 149 passengers and eight crew believed to be on board, Ethiopian Airlines said.
... said in a statement.
“It is believed that there were 149 passengers and eight crew on board the flight but we are currently ...nuddin - 2019-03-10 - 0 comments"
