Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
Editorial: Unrestricted cross-line shelling,"It seems there is no end to Pakistan’s brazen and unprovoked cross-line attacks into Afghanistan, as",admin,"March 28, 2018","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019It seems there is no end to Pakistan’s brazen and unprovoked cross-line attacks into Afghanistan, as Pakistani gunship choppers keep violating Afghanistan’s sovereignty and target civilian homes in eastern Afghanistan. Pakistani paramilitary forces have been firing thousands of missiles into eastern provinces over the past years, claiming lives of tens of civilians. The cross-line incursions also inflicted heavy financial loses.Relations between Kabul and Islamabad remained tense since fall of the de-facto Taliban region. Pakistani authorities have been blaming Afghans for militancy though it is explicit that various jihadi organizations have been trained and feted by them and their Inter-Service Intelligence is protecting the Taliban and al-Qaeda leaders in order to pursue their strategic depth policy.The Afghan government has to answer the cross-line missile attacks in proper ways or the leaders will soon get into hot water as public rage against Pakistan and Afghan leaders, sitting in power corridors, is on rise. The government would find itself in bind if people take matters into their own hands – an option which would be seen as viable by the residents.To resolve the issue through diplomatic channels would be a wild goose chase as the Pakistani government could not resist the powerful military dogma which is in the quest to deteriorate Afghan-Pak relationships, aimed at avoiding slash in defense budget and its unchecked authority. Hence, the Afghan authorities should prepare comprehensive security plans to prevent Pakistan from violating sovereignty of Afghanistan.As initiation, more troops should be deployed along the Durand Line, especially in Kunar, Nangarhar, and Kandahar provinces. The troops should be equipped with long-range heavy weaponry, including anti-aircraft guns and missiles. If Afghan authorities say that tit-for-tat response from Afghan security forces would kill civilians on the other side of the Durand Line, then they are wrong because civilians on the other side of the line are living far behind military posts.In Islamabad’s controlled tribal belt, anti-Pakistan sentiments are all time high. The Afghan government should cash this opportunity as it is the right time to end Pakistan’s interference into the country once and for all. To assure the safety of tribesmen, the Afghan government may initiate a mutual understanding with tribesmen across the line and garner their support for the Afghan forces – as people there are increasingly fed up with atrocities of Pakistani troops and are looking for resuscitation. Afghan security brass should come to terms with the fact that the later they act the sooner civilians fatalities rise and the bolder the Pakistani will get.","['afghanistan', 'security', 'civilians', 'shelling', 'leaders', 'line', 'editorial', 'pakistani', 'forces', 'troops', 'unrestricted', 'times', 'crossline', 'authorities', 'afghan']","It seems there is no end to Pakistan’s brazen and unprovoked cross-line attacks into Afghanistan, as Pakistani gunship choppers keep violating Afghanistan’s sovereignty and target civilian homes in eastern Afghanistan.
Pakistani paramilitary forces have been firing thousands of missiles into eastern provinces over the past years, claiming lives of tens of civilians.
The Afghan government has to answer the cross-line missile attacks in proper ways or the leaders will soon get into hot water as public rage against Pakistan and Afghan leaders, sitting in power corridors, is on rise.
Hence, the Afghan authorities should prepare comprehensive security plans to prevent Pakistan from violating sovereignty of Afghanistan.
Afghan security brass should come to terms with the fact that the later they act the sooner civilians fatalities rise and the bolder the Pakistani will get."
,,,,,,
Afghans are victims of terrorism resurgence: India,AT Monitoring Desk-KABUL: Prosperity is impossible without peace in the region and the greatest cont,admin,"March 28, 2018","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019AT Monitoring Desk-KABUL: Prosperity is impossible without peace in the region and the greatest contemporary threat to peace is terrorism, a top Indian diplomat said on Tuesday.Addressing the Tashkent Conference, MJ Akbar said: “Our Afghan brothers and sisters are being denied both rights and opportunity by fear and violence. They are victims of ideological extremism and brutal terrorism.”The unrelenting bout of terrorism was sponsored from outside Afghanistan’s borders by elements trapped in regressive doctrine and cynical interests,” Akbar remarked.He said the Indians were profoundly troubled by the continuing suffering of the Afghans, a tragedy that had crossed generations and must come to an immediate end.There could be neither solution nor resolution without principled commitment to law and democracy as the basis of order and to human rights, the deputy minister believed.At the centre of human rights, he explained, was gender emancipation: the right of women to equality, education, social assertion and full participation in the economic and political life of Afghanistan.He applauded the courage of the long-suffering Afghan leaders and people who nurtured change and advanced in the most difficult circumstances.Akbar noted significant improvement in several socio-economic indices of Afghanistan. Agirl child born in 2001, now 17, has received education and dreams of a better future.There has been an eight-fold increase in student enrollment from fewer than 1 million students in 2001 to more than 8 million students enrolled in schools in 2016. More than a third are girls.“It is our responsibility, each one of us, to protect this young girl for she is the symbol of change we want to see. We cannot abandon these gains in search of a political settlement…”Peace and reconciliation were difficult objectives in an atmosphere of terror and violence, he said, supporting strong action to pursue those who still chose the path of terrorism.“India stands committed to any process which can help Afghanistan emerge as a united, peaceful, secure, stable, inclusive and economically vibrant nation, with guaranteed gender and human rights.“We must all conform to internationally recognized red-lines. I also wish to reiterate India’s willingness and keenness to engage Afghanistan bilaterally and multilaterally, in cooperation with likeminded countries and international organisations,” he added.India has worked with principle and commitment to serve the Afghan people through capacity building, gender emancipation, human resource development, infrastructure development, connectivity, trade and investment.India’s developmental assistance to Afghanistan stands at $ 3 billion. Last year, the two nations embarked upon the ‘New Development Partnership’, which will support 116 ‘High-Impact Community Development Projects’ in Afghanistan.A well-connected Afghanistan could hope to become economically vibrant, prosperous and politically stable, he thought. Indian’s grant aid of 170,000 tonnesof wheat supplies to Afghanistan is currently transiting through Chabahar.The India-Afghanistan Air Freight Corridor, established in June 2017, is another important achievement. There are now cargo flights between Kabul, Kandahar, New Delhi and Mumbai.India will host the first cricket Test match involving Afghanistan in Bengaluru in June this year. A few days back, Afghanistan qualified for the next Cricket World Cup.","['afghanistan', 'chinese', 'idress', 'check', 'minister', 'foreign', 'india', 'victims', 'kabul', 'times', 'ambassador', 'resurgence', 'report', 'deputy', 'zaman', 'terrorism', 'afghans']",Check AlsoAT News Report KABUL: Afghan Foreign Deputy Minister Idress Zaman and Chinese Ambassador to Afghanistan …
Editorial: No time for discrimination,It is crystal fact that there is no internal misunderstanding among different Afghan ethnicities nat,admin,"December 4, 2017","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019It is crystal fact that there is no internal misunderstanding among different Afghan ethnicities nationwide, and unity was and will remain always among us. There is no space or room for discrimination, and those who are making attempt to infiltrate this disease into normal life of the Afghan masses, is our biggest enemy that has to be triggered to the court. This would be very unwise if someone to say that there is no unity, rather we proved this in difficult times. When the Islamic State (IS), also known as Daesh terrorist group targeted particular ethnic masses to stimulate discrimination among Afghan tribes, but this evil designs of the militants was dashed to the ground after receiving iron hand of the Afghans with unity on the horizon. When our worshippers were martyred in different mosques, every Afghans regardless of who the victim were, stood in solidarity with them, proving we were and are one nation. There are more than 20 terrorist groups in Afghanistan, all of them are hell-bent on killing Afghans, in the meantime making enormous efforts to smash the chain of unity among Afghans—a desire they (militants) will dig it with them to the graves. However, we don’t have time for such things; we have lived like brothers and sisters in the course of history, and will live like this forever. The new generation of Afghanistan is not even thinking of such narrow fad; rather youths are working collectively for the development of sciences and technology in order to meet the challenges of modern times. Moreover, we are working to improve agriculture productions and develop the agricultural technology sector, noting the fact that Afghanistan is an agricultural state, having vast farming lands. We can reach economy self-sufficiency, if fundamentally improve our culture sectors, leaving underground and mineral resources that definitely plays huge role once extracted. Furthermore, our government struggling to educate our girls and boys, as only by educated countrymen and women, we can steer our country toward development and prosperity. Though, education system remains fragile as a result of longtime wars, but also rapidly improving. So all of us, Pashtun, Tajik, Hazara, Uzbek, Aimak, Turkmen, Baloch, Pashai, Nuristani, and others ethnic groups, have no time for ethnic tension, or any sort of discrimination. We are all Afghans and will put indefatigable efforts to rebuild our motherland. The good news is that President Ashraf Ghani said that discrimination against residents of the country is unacceptable and the government is to take action over the issue. “Our society doesn’t’ need discrimination, it doesn’t allow it.” President Ghani, surely we, as Afghans will never allow any type of discrimination in our society. Many of us believe that the real man is the one who has money, wealth and respect, but don’t’ forget that this comes when there is unity, and mutual respect. By unity, we can live a peaceful, non-violent and more important, united and prosperous life—this is what we want. We are proud that Afghanistan is a multi-ethnic country where several beliefs, mentalities and mindsets are cherished and individuals live a peaceful life with the spirit of brotherhood and sisterhood. Our unity is a great slap in the face of enemies, and none can wobble this. Can’t turn blind eye over current challenges in the country, but when it is a matter of unity and national interests, there is no doubt we are one nation and unity will be here always—none can destroy it.","['country', 'afghanistan', 'editorial', 'ethnic', 'live', 'times', 'working', 'unity', 'afghan', 'discrimination', 'afghans']","This would be very unwise if someone to say that there is no unity, rather we proved this in difficult times.
The new generation of Afghanistan is not even thinking of such narrow fad; rather youths are working collectively for the development of sciences and technology in order to meet the challenges of modern times.
So all of us, Pashtun, Tajik, Hazara, Uzbek, Aimak, Turkmen, Baloch, Pashai, Nuristani, and others ethnic groups, have no time for ethnic tension, or any sort of discrimination.
“Our society doesn’t’ need discrimination, it doesn’t allow it.” President Ghani, surely we, as Afghans will never allow any type of discrimination in our society.
By unity, we can live a peaceful, non-violent and more important, united and prosperous life—this is what we want."
,,,,,,
Violence is on the rise in Afghanistan: Hamid Karzai,Former President Hamid Karzai briefs DW on the continued security problems in Afghanistan. He advoca,admin,"November 28, 2017","Related Articles Influential Afghan figures reject participation in JirgaApril 29, 2019 Ghor clash leaves nine security personnel deadApril 29, 2019 Editorial: Light of hopeApril 29, 2019Former President Hamid Karzai briefs DW on the continued security problems in Afghanistan. He advocates an immediate appraisal of what’s gone wrong, saying Afghanistan’s future is in the hands of the younger generation.DW: Former Afghan President Hamid Karzai, thank you for being here at the DW headquarters in Bonn. After more than 16 years of US and NATO forces being in your country, how would you describe the security situation?Hamid Karzai: The security situation unfortunately isn’t what we desired. It is far less than what we desired. There are daily bombs around the country, there is daily insecurity around the country, there is a greater part of the country under the control of non-government forces. Violence is on the increase. After 16 years of our campaign against extremism and terrorism we still have new terrorist groups emerging in Afghanistan. Daesh [an Arabic name for the “Islamic State” — Editor’s note] has emerged. We have questions as to why.Well, that’s a good question. What is the biggest problem that’s stopping Afghanistan from becoming peaceful? That’s what many people outside of Afghanistan are asking themselves.There are two main factors. Let me put it this way. Some would say it is because of Afghanistan. No, it is not because of Afghanistan or of the Afghan people. The Afghan people cooperated fully with the international community with a great desire to see their country peaceful and nice and prosperous and democratic, which we did. It is factors outside of Afghanistan which are more decisive with regard to security and stability of Afghanistan. Pakistan was the main factor and we all knew and the world knew: The sanctuaries there, the training grounds there, the financial resources provided to terrorism and the ideological inputs that they give to terrorism and send to Afghanistan. The second most important factor or rather equally important factor was the whole conduct of US strategy in Afghanistan. The approach to Afghanistan and approach to fighting extremism was very heavy handed. Civilian casualties in Afghanistan, creation of prisons in Afghanistan, the violation of our sovereignty and violation of Afghan homes and culture and values. All that accumulated and put together brought us where we are today.President Ashraf Ghani has promised parliamentary elections for next year. But many experts doubt that this will happen because of the current security situation. What do you think?We hope it happens. We very much want it to happen. It’s too late already. Our constitution must be run well. Therefore parliamentary elections are of the highest importance for the Afghan people. Yes, we have the desire to have parliamentary elections. Whether we will have them or not is a different question. And we must prepare all we can to have the country follow the path of democracy. Parliamentary elections are one very important component of that, so the desire is there. The actual possibilities have to be seen. But let’s push for it, let’s work for it.From your point of view what’s the biggest priority right now in Afghanistan?I think the biggest priority for Afghanistan is for the Afghan people to put their heads together and to study as to what has gone wrong in this country. Where are we to blame, where is the US to blame, where are our neighbors to blame? And to evaluate and analyze the situation and come up with solutions.For that I believe a Loya Jirga, the traditional council of the Afghan people, is the best forum. Where people from across the country, where all the people of Afghanistan from all the provinces and from all the groups of Afghanistan get together, young, old, educated, community leaders, religious leaders, spiritual leaders, women, men. They must decide on what we must do to bring safety and a better life to the Afghan people. I believe that’s the way forward.You have supported the Loya Jirga in the past as well. Do you think that a decision made by Loya Jirga could replace the parliamentary election?No, the Loya Jirga should not replace parliament or the convening of the elections. The Loya Jirga should prepare the ground, smoothen the ground for the convening of elections and the arrival of parliament. So it should be a helper to that process not a preventer and it will be a helper.You have spoken about the role of the United States. US-President Donald Trump has decided to send more troops to Afghanistan. In the past you have said that you opposed this idea. However, in 2009 when troops in Afghanistan were increased you were President. So what has changed?I opposed it then, too. And if you remember, the US ambassador at the time wrote to Washington saying that Karzai is not our partner and he was right. I wasn’t their partner in causing more war to Afghanistan and in bringing more casualties to the Afghan people. In creating prisons, in the violation of Afghan sovereignty and rule of law. If the US presence in Afghanistan contributes to the safety and security of our people, to bringing peace to Afghanistan, to strengthening and enhancing our sovereignty I’m very much for it. There is no ideological issue here with the United States; it is the facts of life in Afghanistan. Lack of peace, lack of security, lack of hope for the future.This is why the Afghan people have been fleeing their country. Thousands of Afghans are living in Europe now even though some are sent back. Do you agree that there are safe zones, as the German government calls them, in Afghanistan?Yes, cities are safe. There are occasional bombs but that’s for all of us. My children are there. There are lots of other people. Millions of Afghans whose children are there. Our young people should be in their own country, they should contribute to their own country and should work in their own country.But people are dying.Yes we are dying. But that’s our hope. You don’t leave. You don’t run away from your home because someone else is dying in that country. How have nations built their countries? By staying there and contributing to their own revival and progress. Now my advice is twofold. One, to the Afghans who are still in Afghanistan, to the young ones my advice is: Don’t leave your country. Let’s put our hands together and build our country and make it a better place. At the end of the day it’s up to us Afghans to do that. No foreign country can build us and make us better.So you do agree that the German government should deport Afghans back home?Those who have not been accepted must come to Afghanistan proudly, they must live in their country. Those who are accepted here they must respect the laws of this country and become a good force for integration in this country. And there is also an advice for Germany. The government of Germany must sit down with its European partners and begin to talk with the United States of America, because the consequences of failure in Afghanistan reach Germany. Germany must make sure that America adopts the right approach, an approach that brings hope in the future to Afghanistan by bringing peace and a working environment to Afghanistan. So Germany also has a role, within Europe, through Europe, with the USA and our neighbors and the big countries in the region to do that. We have a role by keeping our young people in our country.","['rise', 'country', 'hamid', 'afghanistan', 'violence', 'security', 'parliamentary', 'loya', 'jirga', 'germany', 'karzai', 'times', 'thats', 'elections', 'afghan']","Former President Hamid Karzai briefs DW on the continued security problems in Afghanistan.
It is factors outside of Afghanistan which are more decisive with regard to security and stability of Afghanistan.
President Ashraf Ghani has promised parliamentary elections for next year.
Parliamentary elections are one very important component of that, so the desire is there.
The Loya Jirga should prepare the ground, smoothen the ground for the convening of elections and the arrival of parliament."
,,,,,,
,,,,,,
HomePage – Classic Layout – Page 111 – Afghanistan Times,,admin,"December 27, 2018",Reportedly the presidential polls scheduled in coming April was delayed in the wake of expedited peace efforts being brokered by the United States Special Representative Dr. Zalmay Khalilzad. Recent round of talks held at Abu Dhabi whereas next round of talks is scheduled to be held in Riyadh Saudi Arabia. …Read More »,"['111', 'interest', 'speech', 'classic', 'afghanistan', 'layout', 'president', 'introduction', 'kabul', 'times', 'page', 'working', 'leadership', 'stability', 'peace', 'regional']","KABUL: Peace in Afghanistan is in the best interest of regional countries, therefore the Afghan government is working for the establishment of durable peace and stability, the country’s top leadership said Wednesday.
President Ashraf Ghani said this while delivering speech at a ceremony for the introduction of new defense and …"
admin – Page 716 – Afghanistan Times,,,"February 10, 2016","AT-KABUL: At least two passengers were killed and twenty-seven others received injuries when two passenger buses overturned from road at the Salang Pass in north of Kabul, official sources said on Wednesday. Spokesman to Disaster Management Minister, Omar Mohammadi, said that the buses overturned from the road due to heavy …Read More »","['buses', 'afghanistan', 'sources', 'spokesman', 'salang', 'received', 'passengers', 'admin', 'passenger', 'twentyseven', '716', 'times', 'page', 'road', 'overturned']","AT-KABUL: At least two passengers were killed and twenty-seven others received injuries when two passenger buses overturned from road at the Salang Pass in north of Kabul, official sources said on Wednesday.
Spokesman to Disaster Management Minister, Omar Mohammadi, said that the buses overturned from the road due to heavy …"
Search Results for “Pakistan” – Page 260 – Afghanistan Times,,,"June 19, 2015","AT Monitoring Desk-KABUL: Afghan Ambassador to Azerbaijan said that Afghanistan had the opportunity to join the important Baku-Tbilisi-Kars (BTK) railway project which will help the country to speed up the rebuilding process. Mohammad Taqi Khalili told Trend News Agency, that Afghanistan could join the railway project through the Lapis Lazuli …Read More »","['search', 'afghanistan', 'pakistan', 'security', 'remain', 'maintaining', 'interior', 'spineless', 'order', 'responsibility', 'role', 'results', 'times', 'page', '260', 'law', 'ministry']","As insecurity has been deteriorating across the country, the responsibility of maintaining security and law and order don’t remain only confined to the ministry of interior and the ministry of defense.
There is yet another ministry as well whose role could be countable given that it is not spineless."
Search Results for “Pakistan” – Page 255 – Afghanistan Times,,,"July 29, 2015","“Mullah Omar’s death in a hospital in Karachi city of Pakistan is still in mystery,” Siddiqui Abdul Zuhoor Qayomi-KABUL: The National Directorate of Security (NDS) confirmed that Taliban’s leader Mullah Omar died around two years and four months ago in a hospital in Karachi city of Pakistan. Abdul Haseeb Siddiqui, …Read More »","['council', 'search', 'afghanistan', 'pakistan', 'venue', 'talkshigh', 'pakistans', 'official', 'second', 'waiting', 'results', 'round', 'signal', 'times', 'page', '255', 'peace']","“Without Pakistan’s green signal we can do nothing.
We are waiting for Islamabad’s decision about venue for second round of the talks,”—High Peace Council Akhtar M. Nikzad-KABUL: An official of the High Peace Council (HPC) on Monday said that they have no information about the new venue where second round …"
HomePage – Masonry Layout – Page 87 – Afghanistan Times,,admin,"January 29, 2019","Kabul: Afghanistan’s first polio case in 2019 was reported in Kandahar province, where a 22-month-old …Read More »","['masonry', 'afghanistan', '87', 'peddlers', 'layout', 'arrested', 'kabul', 'drug', 'times', 'page']",KABUL: Police in Kabul said Tuesday that it has arrested nine drug peddlers in an …
HomePage – TimeLine Layout – Page 87 – Afghanistan Times,,,"April 29, 2019","Kabul: Afghanistan’s first polio case in 2019 was reported in Kandahar province, where a 22-month-old girl from Spin Boldak district was infected by the poliovirus. According to a statement the Minister of Public Health, Dr. Ferozuddin Feroz said, “this case indicates that the poliovirus is still transmitting in Kandahar and the …Read More »","['zone', 'afghanistan', '87', 'rights', 'timeline', 'lack', 'layout', 'province', 'inmates', 'prisons', 'commission', 'southeastern', 'times', 'page', 'paktia', 'office']","AT-KABUL: The Independent Human Rights Commission office in the southeastern zone says that some 50 per cent people being held in the prisons of Paktia province were deprived of having access to defending attorneys.
The commission has said lack of advocates in Paktia prisons has caused the delay of inmates’ …"
